Species,lat,lon,Date,Observer(s),Area,Time,Indivs.,Comments
NOMO,36.534693,-87.353802,4/22/2021,AH,SE,10:47,2,ON SEIVER AND BLOUNT HALL
NOMO,36.532938,-87.35304,4/22/2021,AH,SE,10:56,3,ON GROUND; 2 FIGHTING
NOMO,36.533248,-87.353557,4/22/2021,AH,SE,10:58,2,FIGHTING
EABL,36.539821,-87.362627,4/22/2021,AZ,NW,9:30,2,IN TREE
EABL,36.540109,-87.361739,4/22/2021,AZ,NW,9:35,1,IN TREE
EABL,36.539735,-87.360926,4/22/2021,AZ,NW,9:42,1,IN TREE
NOMO,36.541276,-87.360218,4/22/2021,AZ,NW,10:02,1,IN TREE
HOSP,36.541275,-87.359664,4/22/2021,AZ,NW,10:09,1,FORAGING
HOSP,36.53756,-87.350614,4/22/2021,JB,NE,14:34,1,FLYOVER IN PARKING LOT
NOMO,36.537859,-87.350548,4/22/2021,JB,NE,14:35,1,FLYOVER
HOSP,36.538029,-87.350661,4/22/2021,JB,NE,14:36,1,
EUST,36.538029,-87.350999,4/22/2021,JB,NE,14:39,3,
HOSP,36.538029,-87.351146,4/22/2021,JB,NE,14:41,1,
NOMO,36.53743,-87.352136,4/22/2021,JB,NE,14:42,1,ON FENCE BY POTHOLE
EUST,36.537521,-87.352943,4/22/2021,JB,NE,14:45,1,CHASED BY NOMO
NOMO,36.537482,-87.353008,4/22/2021,JB,NE,14:45,1,CHASING EUST
EUST,36.538352,-87.353171,4/22/2021,JB,NE,14:48,4,FORAGING ON SOCCER FIELD
HOSP,36.538369,-87.3554,4/22/2021,JB,NE,14:52,1,
EABL,36.538629,-87.355775,4/22/2021,JB,NE,14:53,2,SITTING ON POWERLINE
EUST,36.538421,-87.357071,4/22/2021,JB,NE,14:56,10,FORAGING IN GRASS
EUST,36.537143,-87.35658,4/22/2021,JB,NE,14:59,1,SITTING ON BUILDING
HOSP,36.536611,-87.356255,4/22/2021,JB,NE,15:04,2,CALLING TO EACH OTHER
HOSP,36.535898,-87.356354,4/22/2021,JB,NE,15:06,2,CALLING
HOSP,36.535197,-87.355046,4/22/2021,JB,NE,15:07,1,
EUST,36.535301,-87.354739,4/22/2021,JB,NE,15:08,1,FLEW OUT OF ZONE
HOSP,36.535428,-87.351163,4/22/2021,JB,NE,15:13,2,FLYOVER
HOSP,36.53884,-87.357609,4/23/2021,JE,NE,10:15,1,
NOMO,36.539629,-87.361398,4/23/2021,JE,NW,10:26,4,
EUST,36.538865,-87.361087,4/23/2021,JE,NW,10:27,6,
EUST,36.537822,-87.357656,4/23/2021,JE,NE,10:33,1,
NOMO,36.537457,-87.357643,4/23/2021,JE,NE,10:35,1,
NOMO,36.53382,-87.354427,4/23/2021,JE,SE,10:46,1,
HOSP,36.533642,-87.354291,4/23/2021,JE,SE,10:48,1,
